,Unnamed: 0,file_name,text
9467,9467,Tomato_Septoria_leaf_spot/b9f908ad-b621-476a-9d0f-bc7ca4f0f7da___JR_Sept.L.S 2584.JPG,leaves in the window
9468,9468,Tomato_Septoria_leaf_spot/ba03e414-81d2-44ec-ab16-bf279266d531___Matt.S_CG 2697.JPG,leaves on a sand surface
9469,9469,Tomato_Septoria_leaf_spot/ba0b33b8-1915-4e1b-a979-081d7c6231e2___JR_Sept.L.S 8451.JPG,the leaf and some water on the ground
9470,9470,Tomato_Septoria_leaf_spot/ba1d1b79-0317-4edc-9641-12d1a7c44055___JR_Sept.L.S 2501.JPG,a leaf in the sand
9471,9471,Tomato_Septoria_leaf_spot/ba371c18-0d08-4c18-a8d8-e7c716fa9cfa___Matt.S_CG 6518.JPG,a small white oak leaf
9472,9472,Tomato_Septoria_leaf_spot/ba4018a6-a7a3-4ce0-9abf-756b708e0830___Matt.S_CG 6603.JPG,a leaf on a white background
9473,9473,Tomato_Septoria_leaf_spot/ba4294aa-6468-4014-8a3c-7988bb111749___Keller.St_CG 1789.JPG,leaves on the ground
9474,9474,Tomato_Septoria_leaf_spot/ba5de483-365d-4a7c-8340-bf3ca0923a5e___Keller.St_CG 1861.JPG,a leaf with its roots on the ground
9475,9475,Tomato_Septoria_leaf_spot/ba871bd3-5f16-4cf9-9dde-53a3bf47fd0a___Keller.St_CG 1957.JPG,a yellow leaf laying on the ground
9476,9476,Tomato_Septoria_leaf_spot/bac5c7de-e097-4d75-89a9-0b0f6343ad52___Matt.S_CG 6607.JPG,two leaves with one leaf dead
9477,9477,Tomato_Septoria_leaf_spot/badbd0d4-8e02-49bf-a042-87ae373ca66f___Matt.S_CG 6741.JPG,the same leaf on top and bottom
9478,9478,Tomato_Septoria_leaf_spot/bae6002f-a8f1-4229-aaf3-024feb50c7d8___Matt.S_CG 6674.JPG,a green leaf on top of the image
9479,9479,Tomato_Septoria_leaf_spot/baeeb93d-df9f-489a-a019-5adc8cf361a3___Matt.S_CG 7450.JPG,a leaf on the ground
9480,9480,Tomato_Septoria_leaf_spot/bb0b9438-c559-43ed-a491-5587c5342e00___JR_Sept.L.S 2595.JPG,a leaf on the ground
9481,9481,Tomato_Septoria_leaf_spot/bb3dc68f-0ade-4bb8-8c27-e2ff3529a20d___JR_Sept.L.S 2671.JPG,"a leaf and the words in blue, the text reads, it's time"
9482,9482,Tomato_Septoria_leaf_spot/bb541e5c-bb48-4f8b-8557-98d8a60a41d6___JR_Sept.L.S 2550.JPG,the underside of a leaf
9483,9483,Tomato_Septoria_leaf_spot/bb686360-bc57-41dd-b811-9625301db5f5___Keller.St_CG 1933.JPG,two leaves in a square tile
9484,9484,Tomato_Septoria_leaf_spot/bb6b5c50-b6f2-47f4-befb-9c2f31a4f164___Matt.S_CG 7483.JPG,an old green leaf on a black wall
9485,9485,Tomato_Septoria_leaf_spot/bbe43e9e-f606-4881-9b3d-ff2dfc79738c___Matt.S_CG 6844.JPG,a leaf that is half eaten
9486,9486,Tomato_Septoria_leaf_spot/bbf947e8-c9ae-48b6-afae-3c19814bfb4e___JR_Sept.L.S 2526.JPG,a leaf on the ground
9487,9487,Tomato_Septoria_leaf_spot/bc2bc314-a693-4d07-a858-8e581d7470dc___JR_Sept.L.S 2719.JPG,leaves in the fore on a cloudy day
9488,9488,Tomato_Septoria_leaf_spot/bc46127b-1990-4574-9d9d-8cdcb65a018b___Matt.S_CG 1525.JPG,a leaf that is on the ground
9489,9489,Tomato_Septoria_leaf_spot/bc462a9d-4df2-4675-bce7-fb226d8f6d35___Matt.S_CG 1401.JPG,the leaf with its green leaf in front
9490,9490,Tomato_Septoria_leaf_spot/bc9fa92b-2ed1-40b2-96b6-eb15bff4c323___Matt.S_CG 1256.JPG,a leaf and the words
9491,9491,Tomato_Septoria_leaf_spot/bcb7e120-e71a-4fd2-9e89-91631c0b5dcd___Keller.St_CG 2044.JPG,a leaf and some small objects
9492,9492,Tomato_Septoria_leaf_spot/bcc93571-9b93-4943-9cee-dddc79bd4d92___Keller.St_CG 1844.JPG,an orange leaf on the sand
9493,9493,Tomato_Septoria_leaf_spot/bcf2f5b8-8788-4ba2-a510-1174c00e76e3___Matt.S_CG 1619.JPG,"the leaf from the new world, the world book"
9494,9494,Tomato_Septoria_leaf_spot/bcfc0867-45d3-44f9-9026-e3e8eec25807___Matt.S_CG 2635.JPG,leaves and grass in the dirt
9495,9495,Tomato_Septoria_leaf_spot/bd054825-e586-4626-bc0f-d5c41f9b5b28___Matt.S_CG 6016.JPG,two leaves sitting on a table
9496,9496,Tomato_Septoria_leaf_spot/bd0d0b69-ef6e-43d9-b65c-b01e3b1f8e39___Matt.S_CG 1012.JPG,a leaf on the ground
9497,9497,Tomato_Septoria_leaf_spot/bd1ba363-76f2-4dc0-8b71-b589f86a73f7___Matt.S_CG 2875.JPG,the leaf on the ground
9498,9498,Tomato_Septoria_leaf_spot/bd20fd37-532f-4269-89f8-67071ccee72a___Matt.S_CG 1616.JPG,"leaves on the ground, with text that says leaf and leaf"
9499,9499,Tomato_Septoria_leaf_spot/bd436afc-9c1f-4fd0-acaf-64da1b1ef331___Matt.S_CG 7497.JPG,a leaf on a street
9500,9500,Tomato_Septoria_leaf_spot/bd443b6c-56db-4224-a879-d339563800cf___Matt.S_CG 0791.JPG,a leaf on the wall
9501,9501,Tomato_Septoria_leaf_spot/bd79204f-eef9-4a77-8f51-934b954b76f0___Matt.S_CG 6859.JPG,the leaf that is sitting on the ground
9502,9502,Tomato_Septoria_leaf_spot/bd7bec67-710f-4ecd-adb8-947e6bec69db___Matt.S_CG 1581.JPG,two green leaves on a table
9503,9503,Tomato_Septoria_leaf_spot/bdaa50fa-956a-4452-8c8c-c846fbcc7b19___Matt.S_CG 1406.JPG,a leaf on the surface
9504,9504,Tomato_Septoria_leaf_spot/be2adeb7-79fb-47f0-8c49-01000fd3a450___Matt.S_CG 0680.JPG,a leaf sticking in a glass
9505,9505,Tomato_Septoria_leaf_spot/be419ce9-4bc5-42fb-87c3-ebabb27321af___JR_Sept.L.S 2638.JPG,green leaf lying on sand
9506,9506,Tomato_Septoria_leaf_spot/be9ab6a4-83d9-4039-81ba-55b2685fe74c___Keller.St_CG 1785.JPG,a leaf floating in the water
9507,9507,Tomato_Septoria_leaf_spot/be9f9ef4-fd2d-402c-bf79-79fb062b7b59___JR_Sept.L.S 8512.JPG,a leaf with a hole in the middle
9508,9508,Tomato_Septoria_leaf_spot/bee496d7-5071-457d-ae59-4a2a3f620b2e___Matt.S_CG 6083.JPG,a leaf sitting on top of a table
9509,9509,Tomato_Septoria_leaf_spot/beeecf7f-1986-4254-aa64-02d0b3a95896___Matt.S_CG 7581.JPG,the water in the river that has been flooded
9510,9510,Tomato_Septoria_leaf_spot/bf4d8522-a43c-40ee-afd2-d5fb78ac3630___Matt.S_CG 6354.JPG,a green leaf with the words i have a dream written by them
9511,9511,Tomato_Septoria_leaf_spot/bf59d55b-5231-42ee-9880-adae9625c00d___Keller.St_CG 1976.JPG,leaves on the ground
9512,9512,Tomato_Septoria_leaf_spot/bfba7874-d314-4594-8abe-ba74da25c523___Keller.St_CG 1983.JPG,an old leaf with the same spot of leaves in the bottom
9513,9513,Tomato_Septoria_leaf_spot/bfc3baa5-29f8-43c0-bc0a-79becd72135f___Matt.S_CG 6153.JPG,the leaf with some brown spots
9514,9514,Tomato_Septoria_leaf_spot/bfd6f7f4-a423-432d-9404-bb8869dc354c___Matt.S_CG 7587.JPG,an un leaf on a table
9515,9515,Tomato_Septoria_leaf_spot/bfea5a30-8ece-4c04-b437-ca17fe9fab95___JR_Sept.L.S 2481.JPG,an oak leaf with shadow on it
9516,9516,Tomato_Septoria_leaf_spot/c06b05f0-b428-45ee-bc9f-df042d171e81___JR_Sept.L.S 8529.JPG,a leaf on a gray background
9517,9517,Tomato_Septoria_leaf_spot/c06b8139-8834-4755-b335-d1041d082aae___JR_Sept.L.S 2536.JPG,a leaf on a street with a dark sky in the background
9518,9518,Tomato_Septoria_leaf_spot/c072e52b-f0fb-4e65-b8f3-7831c271e971___Matt.S_CG 7445.JPG,a leaf lying in the sand
9519,9519,Tomato_Septoria_leaf_spot/c091c138-173c-4c3d-8156-ef8c55e03e60___Matt.S_CG 1522.JPG,the green leaf with the shadow on it
9520,9520,Tomato_Septoria_leaf_spot/c091e80e-2855-4736-8289-6d9c5fc142d0___JR_Sept.L.S 8555.JPG,a green leaf
9521,9521,Tomato_Septoria_leaf_spot/c0c14f99-b1b9-4858-8ecd-24d0987b434d___Matt.S_CG 1234.JPG,leaves floating on the water
9522,9522,Tomato_Septoria_leaf_spot/c0d0864c-19ee-41ca-87a4-3b0d68bff440___Matt.S_CG 2808.JPG,leaves on a gray paper
9523,9523,Tomato_Septoria_leaf_spot/c0d1a292-8b42-47b2-967e-0026af3988be___Matt.S_CG 1015.JPG,a leaf lying on the floor
9524,9524,Tomato_Septoria_leaf_spot/c14b6d69-3c57-417a-aad6-bfc540af2007___Matt.S_CG 0764.JPG,leaves against a grey wall
9525,9525,Tomato_Septoria_leaf_spot/c1b1555c-59b0-4b65-9c8e-a6ea23168c20___Matt.S_CG 2607.JPG,a leaf that is on a table
9526,9526,Tomato_Septoria_leaf_spot/c1b84438-4e69-4366-b5be-ecb64351e836___JR_Sept.L.S 8441.JPG,"leaves in the sand with text,"
9527,9527,Tomato_Septoria_leaf_spot/c1df5a2c-d5ce-4e96-902e-ca7b15490e70___Matt.S_CG 0778.JPG,two leaves on a gray background
9528,9528,Tomato_Septoria_leaf_spot/c1fdb307-b716-4638-93c6-ebf8185c5414___JR_Sept.L.S 2508.JPG,a leaf in the sky
9529,9529,Tomato_Septoria_leaf_spot/c20c23c7-ceeb-4a0a-b137-cb00f2156449___JR_Sept.L.S 2695.JPG,leaves with green leaves
9530,9530,Tomato_Septoria_leaf_spot/c2281160-6ffd-40df-8293-779634299ff3___JR_Sept.L.S 2630.JPG,some leaves on the ground
9531,9531,Tomato_Septoria_leaf_spot/c237bdbd-ca4e-4cd8-b1bc-77b0511944da___JR_Sept.L.S 2606.JPG,a leaf on the road
9532,9532,Tomato_Septoria_leaf_spot/c280146e-f898-446c-a1e2-af20cc2b0251___Keller.St_CG 1884.JPG,a leaf that is green
9533,9533,Tomato_Septoria_leaf_spot/c2c33819-8bcc-479b-8ee0-2b2858165764___Matt.S_CG 6345.JPG,leaves and rocks on the beach
9534,9534,Tomato_Septoria_leaf_spot/c2f1a5c9-63f5-4e18-8b33-891145c7a2be___Matt.S_CG 7539.JPG,two leaves that are growing from the ground
9535,9535,Tomato_Septoria_leaf_spot/c300021d-846e-4736-8855-53f17af1ad36___Keller.St_CG 1930.JPG,a leaf on a wall
9536,9536,Tomato_Septoria_leaf_spot/c3065a72-22dc-408e-9505-a4e3638faeaf___JR_Sept.L.S 8548.JPG,some leaves in the ground
9537,9537,Tomato_Septoria_leaf_spot/c311dca2-18ca-4304-b356-a2764d8322d2___Matt.S_CG 7801.JPG,a leaf that is in the middle
9538,9538,Tomato_Septoria_leaf_spot/c3233f4f-a6f5-4bfb-a6bf-bd5e5d045f7a___JR_Sept.L.S 2728.JPG,"leaves in the snow, and a tree"
9539,9539,Tomato_Septoria_leaf_spot/c35001a9-bfcc-4233-95e5-b83d086e0435___Matt.S_CG 6740.JPG,an old leaf on a beach
9540,9540,Tomato_Septoria_leaf_spot/c3799da0-3ce3-4e75-9fdb-ceddfa42daad___Keller.St_CG 1781.JPG,a leaf with green leaves and gray background
9541,9541,Tomato_Septoria_leaf_spot/c38a2c2c-8f40-4a27-83a7-c6848639fb73___Keller.St_CG 1954.JPG,"a single leaf, with the shadows on the surface"
9542,9542,Tomato_Septoria_leaf_spot/c3cb0263-de2c-43cb-98bf-28cb853386b7___Matt.S_CG 6910.JPG,the leaf on the beach
9543,9543,Tomato_Septoria_leaf_spot/c3e87759-e952-417b-9377-4d723cbe96d2___JR_Sept.L.S 2604.JPG,the green leaf on a grey table
9544,9544,Tomato_Septoria_leaf_spot/c4387ae7-e4ba-43db-a547-08bfea2ec97e___JR_Sept.L.S 2549.JPG,leaves and grass on the ground
9545,9545,Tomato_Septoria_leaf_spot/c4554e01-7d63-459a-9d37-0f8ba985b950___Keller.St_CG 1910.JPG,two leaves on the ground
9546,9546,Tomato_Septoria_leaf_spot/c4a7c2db-f42f-4fb7-a833-9ef575e9aa8e___Keller.St_CG 1803.JPG,"an image of the leaf, with a green leaf lying on the top"
9547,9547,Tomato_Septoria_leaf_spot/c4ffa72c-748c-4697-9034-75abe541f5c7___JR_Sept.L.S 2472.JPG,"a leaf with the words green's n'in white, and the image"
9548,9548,Tomato_Septoria_leaf_spot/c503232e-912b-435b-a590-85cded918960___Keller.St_CG 2038.JPG,a plant with small leaves and green stems
9549,9549,Tomato_Septoria_leaf_spot/c54cd0ca-8eaa-4b3d-88bd-5f4554c82b6e___Matt.S_CG 6360.JPG,some leaves in the sand
9550,9550,Tomato_Septoria_leaf_spot/c551c562-b93a-4b2e-9058-12519414b3ff___Matt.S_CG 2882.JPG,an algae in the ground
9551,9551,Tomato_Septoria_leaf_spot/c55b187d-939e-4394-8306-d310764c30f6___Matt.S_CG 2479.JPG,a leaf with brown and brown spots
9552,9552,Tomato_Septoria_leaf_spot/c5dda767-1685-414e-bcfe-4f0f09328c0b___JR_Sept.L.S 2521.JPG,leaves on the ground
9553,9553,Tomato_Septoria_leaf_spot/c63e9550-1dd7-4286-ac93-d2b356018bfd___Keller.St_CG 2008.JPG,the leaf on a white surface
9554,9554,Tomato_Septoria_leaf_spot/c64ec89b-0285-4b50-89c9-20a0911e7926___Keller.St_CG 1996.JPG,a leaf laying on top of a gray surface
9555,9555,Tomato_Septoria_leaf_spot/c66d82d9-a895-42ae-a7fb-a93917e3f10d___Matt.S_CG 6813.JPG,the leaves and other branches
9556,9556,Tomato_Septoria_leaf_spot/c6962655-b64b-45d6-b6a5-49bc8adfe0d3___Keller.St_CG 1904.JPG,a leaf with a white background
9557,9557,Tomato_Septoria_leaf_spot/c6c3b881-6770-4bcc-8262-cc0f0b85b121___Keller.St_CG 2037.JPG,a leaf on the cover of a book
9558,9558,Tomato_Septoria_leaf_spot/c6d86577-e132-46f6-8f49-5085daca84b4___Matt.S_CG 6200.JPG,a leaf laying on a gray background
9559,9559,Tomato_Septoria_leaf_spot/c71f6f75-6b0c-4c70-9d94-efae4cca1010___JR_Sept.L.S 8488.JPG,leaves on the ground
9560,9560,Tomato_Septoria_leaf_spot/c74c302b-0961-4004-89e5-ce1cb5563b54___Matt.S_CG 2700.JPG,leaves sitting on top of a sandy beach
9561,9561,Tomato_Septoria_leaf_spot/c78958e3-de34-4a92-a96e-9ed206690d5d___JR_Sept.L.S 8412.JPG,a leaf that has been cut into small
9562,9562,Tomato_Septoria_leaf_spot/c7a53353-a534-4dfc-b2d6-72782b34c294___JR_Sept.L.S 8385.JPG,a leaf on the ground with text saying we have many of these
9563,9563,Tomato_Septoria_leaf_spot/c7b40855-4938-49bd-9b74-02d3cb06c1a3___Matt.S_CG 6555.JPG,green leaves with yellow spots
9564,9564,Tomato_Septoria_leaf_spot/c7c2e116-d4da-4b0f-a2dc-24d3ecedf587___Keller.St_CG 1846.JPG,two green leaves and a tree branch
9565,9565,Tomato_Septoria_leaf_spot/c7ce1816-e41a-433b-9fd5-e933d0253d69___JR_Sept.L.S 2662.JPG,a leaf with a green leaf in the center
9566,9566,Tomato_Septoria_leaf_spot/c7f91b1e-7ce9-41ec-9f51-2306168bf43e___JR_Sept.L.S 2598.JPG,leaves with white spots on the leaf
9567,9567,Tomato_Septoria_leaf_spot/c8055b76-f328-4519-b530-b34a695b9261___Keller.St_CG 1901.JPG,"a leaf, with a black border around the corner of the background"
9568,9568,Tomato_Septoria_leaf_spot/c8a40d22-b47a-48a3-8450-e17dafd9a095___Matt.S_CG 7610.JPG,a plant with leaves on it
9569,9569,Tomato_Septoria_leaf_spot/c8bccda1-45c8-4c33-b293-6c4e538bbc74___JR_Sept.L.S 8361.JPG,an autumn leaf on a gray surface
9570,9570,Tomato_Septoria_leaf_spot/c902f89f-a54d-44fa-8fd4-81fb9f536313___Keller.St_CG 1834.JPG,leaves on the ground with a leaf in the background
9571,9571,Tomato_Septoria_leaf_spot/c94c0c06-4d30-4c10-b2dc-eed7a658a0f2___JR_Sept.L.S 8514.JPG,an image of the leaf
9572,9572,Tomato_Septoria_leaf_spot/c94d284d-8bc7-42ac-a1d0-392f622d5d59___JR_Sept.L.S 8499.JPG,a leaf in the middle of a pavement
9573,9573,Tomato_Septoria_leaf_spot/c9ae9fb3-4504-4a1c-8abd-e4e3ca22f707___Matt.S_CG 2720.JPG,an oak leaf
9574,9574,Tomato_Septoria_leaf_spot/c9cc01b8-20f0-4556-9c62-21d2eead2ed1___JR_Sept.L.S 8423.JPG,a leaf that has been bitten
9575,9575,Tomato_Septoria_leaf_spot/ca44932f-3eb4-4a00-8cdd-33a9f715b171___JR_Sept.L.S 2710.JPG,a leaf with the reflection of the leaf in the glass
9576,9576,Tomato_Septoria_leaf_spot/ca8982f7-f569-4f25-a4c5-7a4090d8418f___Matt.S_CG 7461.JPG,"an oak leaf with the words,'' the fall is coming to you '"
9577,9577,Tomato_Septoria_leaf_spot/ca8da8d9-ca5f-41fa-a759-c82aa369f253___Matt.S_CG 1500.JPG,a leaf on the wall with watercolor paints
9578,9578,Tomato_Septoria_leaf_spot/ca93b31d-6ade-47db-a05a-312fc23b5e5e___Matt.S_CG 5988.JPG,leaves that have been left in the ground
9579,9579,Tomato_Septoria_leaf_spot/caa74798-7dab-43f3-8ed0-f53d79cb31db___JR_Sept.L.S 8397.JPG,a leaf that is covered up with leaves and is on the floor
9580,9580,Tomato_Septoria_leaf_spot/caf6c8f5-e7ba-4d75-98ef-9b2c0dffcaaa___Keller.St_CG 1792.JPG,a leaf on a beach
9581,9581,Tomato_Septoria_leaf_spot/cb1f11d6-497a-4b36-a6c0-0ef5e7362e05___Matt.S_CG 6481.JPG,a leaf and a green leaf
9582,9582,Tomato_Septoria_leaf_spot/cb6929ff-8e9b-42f2-97d4-ec388a5a6b06___JR_Sept.L.S 8461.JPG,a leaf in front of a wall
9583,9583,Tomato_Septoria_leaf_spot/cb7fe525-0005-4966-ae8d-e6ebb11a260c___Keller.St_CG 1937.JPG,a leaf floating on top of a gray surface
9584,9584,Tomato_Septoria_leaf_spot/cb8d79da-8394-46ee-896c-70906127d4ad___JR_Sept.L.S 8537.JPG,a leaf laying on a wall
9585,9585,Tomato_Septoria_leaf_spot/cba8fd06-5896-4944-a6d5-77300f74f11d___Keller.St_CG 1948.JPG,a leaf that is in green
9586,9586,Tomato_Septoria_leaf_spot/cbb28fe8-58fe-49e4-ad76-efc3826e0049___Keller.St_CG 1791.JPG,the leaf on the wall
9587,9587,Tomato_Septoria_leaf_spot/cbb5096f-9a1f-4ffc-8b08-cfc4d9712f07___Matt.S_CG 1148.JPG,"the cover for the album,'where did i go? '"
9588,9588,Tomato_Septoria_leaf_spot/cbf33493-c9d7-486c-90c7-0e1117aec294___Matt.S_CG 7472.JPG,a leaf
9589,9589,Tomato_Septoria_leaf_spot/cc2256d7-6e78-4597-a532-e698af7fd12d___Keller.St_CG 1924.JPG,leaves on the wall
9590,9590,Tomato_Septoria_leaf_spot/cc24a097-d7aa-46b3-808d-d31acc19c97b___Matt.S_CG 2645.JPG,a green leaf in the sand
9591,9591,Tomato_Septoria_leaf_spot/cc2c7bfd-1c41-470d-91e6-e899126483e7___Matt.S_CG 7387.JPG,the leaves and a piece of plastic
9592,9592,Tomato_Septoria_leaf_spot/cc446d29-cb74-4c2d-b9c4-a08632ea045b___Matt.S_CG 7850.JPG,a leaf on the floor
9593,9593,Tomato_Septoria_leaf_spot/cc997e01-8e1e-4d98-973d-d8a6e9703840___Matt.S_CG 6576.JPG,the leaf on a black surface
9594,9594,Tomato_Septoria_leaf_spot/ccfd6b0f-5f54-45ea-8567-cf0cc63403bf___Matt.S_CG 2568.JPG,an image of the surface on the ground
9595,9595,Tomato_Septoria_leaf_spot/cd2cd0c6-bf72-4bfb-9647-58f5358638d4___Matt.S_CG 6020.JPG,two birds flying over a wall
9596,9596,Tomato_Septoria_leaf_spot/cd3b1a93-f5b4-406f-aa8a-640280edf543___Keller.St_CG 1860.JPG,the word on the wall is in front of it
9597,9597,Tomato_Septoria_leaf_spot/cd6c24ea-037a-4d83-b2c8-24616da8ff46___Keller.St_CG 1883.JPG,a leaf on the surface
9598,9598,Tomato_Septoria_leaf_spot/cd89e385-73ad-46bb-9f59-10e44880b2ce___Matt.S_CG 6835.JPG,a leaf on the ground
9599,9599,Tomato_Septoria_leaf_spot/cda009cd-6374-4de5-af6c-de0b1bf35758___Keller.St_CG 1969.JPG,a leaf in the middle of a book with the title's title in the
9600,9600,Tomato_Septoria_leaf_spot/cde3269d-4c8f-4ea8-9b3c-e5b1d4529022___Matt.S_CG 2522.JPG,a leaf that is not being eaten
9601,9601,Tomato_Septoria_leaf_spot/cded6e08-aa66-43bc-a190-3d83a229b273___Matt.S_CG 1564.JPG,"two leaf pieces, with one piece missing"
9602,9602,Tomato_Septoria_leaf_spot/cdf046be-8d54-4e89-babf-425b7f7ac27c___Matt.S_CG 7437.JPG,leaves and a leaf on the table
9603,9603,Tomato_Septoria_leaf_spot/cdf6e7c1-419f-4bfe-aaaa-9e2872ee8fa3___JR_Sept.L.S 2642.JPG,some leaf spouts
9604,9604,Tomato_Septoria_leaf_spot/cdf7e54e-1bc9-4107-a49c-77be805c52be___Matt.S_CG 7730.JPG,a green leaf with yellow leaves
9605,9605,Tomato_Septoria_leaf_spot/ce0bad5b-8752-4d85-af7f-d4d6ad672865___JR_Sept.L.S 2529.JPG,leaves on the floor in the room
9606,9606,Tomato_Septoria_leaf_spot/ce1c325e-c775-4428-92fe-b907fd5eef83___Matt.S_CG 1229.JPG,some plants in the water
9607,9607,Tomato_Septoria_leaf_spot/ce1dd162-881b-4097-89b4-eccee085fbfa___Matt.S_CG 0732.JPG,the leaves from a leaf book
9608,9608,Tomato_Septoria_leaf_spot/ce36c943-7a6b-4437-b5cc-773c511eeb55___Matt.S_CG 7800.JPG,the small green leaf
9609,9609,Tomato_Septoria_leaf_spot/ce568d1c-fb5d-4d7a-bbff-13da7d3ec8ef___Matt.S_CG 1041.JPG,a green leaf on the back of a gray square frame
9610,9610,Tomato_Septoria_leaf_spot/ceb81d1d-457d-441d-9c47-fae84cc618b4___JR_Sept.L.S 8426.JPG,an un leaf
9611,9611,Tomato_Septoria_leaf_spot/cecd2851-68ff-4422-a339-ee3996b57f6e___Keller.St_CG 1989.JPG,a leaf on a gray surface
9612,9612,Tomato_Septoria_leaf_spot/cee2bd4d-a256-46c7-98bf-1a9a19176a4c___Matt.S_CG 7749.JPG,a leaf on a gray surface
9613,9613,Tomato_Septoria_leaf_spot/cf72fe62-8411-4b4e-b4df-98c6683c00ca___Keller.St_CG 1816.JPG,leaves on a gray background
9614,9614,Tomato_Septoria_leaf_spot/cfc1a407-d586-4756-8c06-a03e354f99c4___Matt.S_CG 0804.JPG,a leaf with the leaves still intact
9615,9615,Tomato_Septoria_leaf_spot/cfe066a7-1a1c-4b23-8241-dad4cc5660da___Matt.S_CG 7718.JPG,a leaf that looks like a small piece of paper
9616,9616,Tomato_Septoria_leaf_spot/cfeccc25-2247-486f-aad0-f0cbec4d3fc7___Matt.S_CG 6655.JPG,a leaf in the sand
9617,9617,Tomato_Septoria_leaf_spot/cffae6ca-ff80-4c1f-9fbf-451d39a94a80___JR_Sept.L.S 8518.JPG,a leaf on the ground
9618,9618,Tomato_Septoria_leaf_spot/d01e3301-f680-4807-801c-b3660181c350___Matt.S_CG 6589.JPG,green leaf on the surface of a gray tile
9619,9619,Tomato_Septoria_leaf_spot/d0262a47-cb25-4411-a26c-8e838e1c288e___Matt.S_CG 6827.JPG,the leaf that was left behind a mirror image
9620,9620,Tomato_Septoria_leaf_spot/d0c0535c-8273-4a9a-9fea-8ab8402e3f92___Keller.St_CG 1878.JPG,two leaves on top of a table
9621,9621,Tomato_Septoria_leaf_spot/d12cfd6a-ecd5-44cd-89fe-85ce877d31f9___JR_Sept.L.S 2470.JPG,a leaf on a road
9622,9622,Tomato_Septoria_leaf_spot/d13b42e1-25f4-4d5e-9289-3806a53c5405___Keller.St_CG 1775.JPG,a leaf and a book with text on it
9623,9623,Tomato_Septoria_leaf_spot/d16a363b-66e1-4206-89f8-31b2b4fadd5b___Matt.S_CG 7491.JPG,a leaf with the shadow on it
9624,9624,Tomato_Septoria_leaf_spot/d1787912-126a-44a6-bb47-66574fd44f4a___JR_Sept.L.S 8388.JPG,a green leaf
9625,9625,Tomato_Septoria_leaf_spot/d1dfc5c2-9605-419b-826f-58691f793758___JR_Sept.L.S 2674.JPG,a leaf that is on the ground
9626,9626,Tomato_Septoria_leaf_spot/d1f20bdd-d68d-470a-95af-5a3514a85e8d___Matt.S_CG 0923.JPG,some leaves with one leaf on top
9627,9627,Tomato_Septoria_leaf_spot/d235a8c8-d714-404b-8a07-05706d2dec29___JR_Sept.L.S 8536.JPG,"leaves with the text how the world changed in the future, and how it changed"
9628,9628,Tomato_Septoria_leaf_spot/d2418bf8-8dfb-4a48-b3df-0f1acf515dfd___Matt.S_CG 7455.JPG,green leaf that is in the middle of a sidewalk
9629,9629,Tomato_Septoria_leaf_spot/d265781b-1492-47a0-a699-8373c16f16d5___Matt.S_CG 0830.JPG,"two people on a brown background with the words,'for whoma"
9630,9630,Tomato_Septoria_leaf_spot/d2855259-5c5b-42b9-9357-67ac58d21d44___Matt.S_CG 7614.JPG,leaves with leaves that are green and brown
9631,9631,Tomato_Septoria_leaf_spot/d2871bcd-6d69-4d4f-be2a-b11648666d55___Keller.St_CG 2015.JPG,a green leaf on the ground
9632,9632,Tomato_Septoria_leaf_spot/d2c3536c-a6ea-4a53-ab77-ad1a9ea0a279___Matt.S_CG 2467.JPG,a leaf on the ground
9633,9633,Tomato_Septoria_leaf_spot/d2d13290-3e84-4c25-adcf-aa68bc6d70ba___Matt.S_CG 7630.JPG,"the underside of a leaf, taken from the nature and using 3d maps to simulate"
9634,9634,Tomato_Septoria_leaf_spot/d2f97435-6763-41b9-9c83-44fb45fa4d24___Matt.S_CG 1051.JPG,green leaves on the ground
9635,9635,Tomato_Septoria_leaf_spot/d310ed28-a64c-4997-8336-21ea17eb4368___Matt.S_CG 7735.JPG,leaves on the beach
9636,9636,Tomato_Septoria_leaf_spot/d34bb16c-4890-499a-8bcd-7fbd6c540a91___Matt.S_CG 7546.JPG,a leaf on the ground
9637,9637,Tomato_Septoria_leaf_spot/d37daba6-3681-4b5f-961f-07bef457325f___Matt.S_CG 7522.JPG,"two leaves, one green and the other"
9638,9638,Tomato_Septoria_leaf_spot/d3b7009f-ada0-43b1-8265-b1c30d6fa877___JR_Sept.L.S 8353.JPG,an algae is seen on the bottom
9639,9639,Tomato_Septoria_leaf_spot/d3e95fd9-f4b2-4925-afe6-739cffdd5c9f___JR_Sept.L.S 8480.JPG,a leaf sitting on top of a wall
9640,9640,Tomato_Septoria_leaf_spot/d3f39442-7338-4ed8-b495-4acaae90049e___Keller.St_CG 1853.JPG,leaves floating on a lake
9641,9641,Tomato_Septoria_leaf_spot/d40b9be4-3d8c-464d-b948-5245b60f38ab___JR_Sept.L.S 2672.JPG,two leaves with words over them
9642,9642,Tomato_Septoria_leaf_spot/d40f02b5-280d-49f7-8aad-a3379e2fbd07___JR_Sept.L.S 2474.JPG,a plant with its leaves
9643,9643,Tomato_Septoria_leaf_spot/d4293713-6637-424f-96ef-c73c483751c7___Matt.S_CG 0723.JPG,a leaf with the title of this book
